Status,Handle,ID,Name,Followers,Tweets,Date Created,Date Active,Image
Suspended,@AntifaCaliO,936637308480077824,AntifaCali,7,40,2017-12-01,2017-12-01,https://pbs.twimg.com/profile_images/936655000679301120/6ZX61bMT_normal.jpg
Suspended,@AntifaDallas,856881648880812033,AntifaDallas,53,24,2017-04-25,2017-04-25,https://pbs.twimg.com/profile_images/856882156290719746/_xrtb-RD_normal.jpg
Suspended,@AntifaDenmark,900589371610415104,Denmark Antifa,3,1,2017-08-23,2017-08-23,https://pbs.twimg.com/profile_images/900590531381608448/APORRXt2_normal.jpg
Suspended,@AntifaFinland,1211305786313306114,Antifa Finland,0,0,2019-12-29,2019-12-29,https://pbs.twimg.com/profile_images/1239206373793107968/e9S8xiys_normal.jpg
Suspended,@AntifaFlorida,879722802881990656,Antifa Florida,57,3,2017-06-27,2017-06-27,https://pbs.twimg.com/profile_images/880037547090563074/IoCAPOFP_normal.jpg
Suspended,@antifafortrump,1314513433404993536,Antifa For Trump,0,0,2020-10-09,2020-10-09,https://pbs.twimg.com/profile_images/1314516157152411648/8pyZ8CFx_normal.jpg
Suspended,@AntifaHere,1150496599954640897,Post antifa members here,0,20,2019-07-14,2019-07-14,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Suspended,@AntifaHoboslaya,1549393688211628032,Methy AntiFash Hoboslaya,16,316,2022-07-19,2022-07-19,https://pbs.twimg.com/profile_images/1549393798760960001/STc--wTY_normal.jpg
Suspended,@ANTIFAISTHEFUT1,863075949436436480,ANTIFAISTHEFUTURE,2,46,2017-05-12,2017-05-12,https://pbs.twimg.com/profile_images/863078632620781568/YoKlQ6sA_normal.jpg
Suspended,@AntifaJackHole,848046061608292352,Antifa Jackson Hole,0,1,2017-03-31,2017-03-31,https://pbs.twimg.com/profile_images/848047136843325440/LKnen5l4_normal.jpg
